LanguageHaveWorkedWith,Currency,Country,RemoteWork,CompTotal
Java;Python;SQL,EUR European Euro,Germany,Remote,56000.0
Java;JavaScript;Python;SQL;TypeScript,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",170000.0
Bash/Shell (all shells);C++;JavaScript;Python;Rust;SQL,EUR European Euro,Germany,Remote,56000.0
Bash/Shell (all shells);C;Go;JavaScript;Python,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",200000.0
Bash/Shell (all shells);C;C#;C++;PHP;PowerShell;Python,USD	United States dollar,United States of America,Remote,155000.0
C#;Delphi;Python;SQL,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",
C#;C++;HTML/CSS;Java;JavaScript;Lua;Python;SQL;TypeScript;VBA;Visual Basic (.Net),USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",104000.0
Go;Java;JavaScript;Python,USD	United States dollar,United States of America,Remote,165000.0
C#;HTML/CSS;JavaScript;Python;R;SQL,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",75000.0
Bash/Shell (all shells);Python;Swift,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",58000.0
Bash/Shell (all shells);JavaScript;Python,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",
Apex;HTML/CSS;JavaScript;Python;SQL;TypeScript,USD	United States dollar,United States of America,Remote,215000.0
Go;Java;Python;SQL;TypeScript,USD	United States dollar,United States of America,Remote,225000.0
C#;HTML/CSS;Java;JavaScript;Python;TypeScript,USD	United States dollar,United States of America,In-person,145000.0
C;C++;Python;Rust;SQL,USD	United States dollar,United States of America,In-person,108000.0
Bash/Shell (all shells);C#;Dart;GDScript;HTML/CSS;JavaScript;PowerShell;Python;Rust;SQL;TypeScript,USD	United States dollar,United States of America,Remote,162000.0
Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;JavaScript;Python,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",160000.0
Assembly;Bash/Shell (all shells);C;C++;Python,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",
C#;C++;F#;PowerShell;Python;Rust;Zig,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",70000.0
Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL,EUR European Euro,Germany,In-person,57000.0
Go;Python;TypeScript,USD	United States dollar,United States of America,Remote,225000.0
C;C++;Dart;Kotlin;Python,EUR European Euro,Germany,Remote,76000.0
C++;Go;Groovy;HTML/CSS;Java;JavaScript;Perl;PHP;Python;SQL,USD	United States dollar,United States of America,Remote,191000.0
Haskell;HTML/CSS;Java;JavaScript;Python;Rust;TypeScript,USD	United States dollar,United States of America,Remote,210000.0
Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",150000.0
C#;JavaScript;Python;TypeScript,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",
HTML/CSS;JavaScript;Python;TypeScript,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",100000.0
Bash/Shell (all shells);HTML/CSS;Python;R;SQL,USD	United States dollar,United States of America,,
Bash/Shell (all shells);Python,USD	United States dollar,United States of America,Remote,115000.0
Bash/Shell (all shells);Flow;Java;JavaScript;Python;SQL,USD	United States dollar,United States of America,Remote,366500.0
HTML/CSS;JavaScript;PHP;Python;TypeScript,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",67000.0
Bash/Shell (all shells);Go;JavaScript;Python;SQL;TypeScript,EUR European Euro,Germany,Remote,60000.0
Bash/Shell (all shells);HTML/CSS;JavaScript;Python;TypeScript,USD	United States dollar,United States of America,In-person,55000.0
HTML/CSS;JavaScript;Python;TypeScript,USD	United States dollar,Georgia,Remote,64000.0
Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;SQL,USD	United States dollar,United States of America,Remote,500000.0
C;C++;HTML/CSS;JavaScript;Python,USD	United States dollar,United States of America,Remote,250000.0
C;C#;C++;HTML/CSS;Java;JavaScript;Lua;MATLAB;PowerShell;Python;SQL;TypeScript,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",
C++;HTML/CSS;Java;Kotlin;Python,EUR European Euro,Germany,Remote,88000.0
Assembly;Bash/Shell (all shells);C;Go;MATLAB;Objective-C;Python;Rust;Swift,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",
JavaScript;Python,USD	United States dollar,United States of America,In-person,130000.0
Bash/Shell (all shells);C#;C++;HTML/CSS;JavaScript;PowerShell;Python;SQL,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",150000.0
Bash/Shell (all shells);C;C++;Delphi;Haskell;HTML/CSS;JavaScript;MATLAB;Perl;Prolog;Python;R;TypeScript;VBA,USD	United States dollar,United States of America,Remote,
C#;Go;HTML/CSS;Java;JavaScript;PHP;Python;Rust;SQL;TypeScript,EUR European Euro,Germany,Remote,61000.0
Bash/Shell (all shells);C#;PowerShell;Python;SQL,USD	United States dollar,United States of America,In-person,143000.0
Assembly;Bash/Shell (all shells);C;Delphi;Go;HTML/CSS;JavaScript;Nim;Perl;PHP;Python;Ruby;SQL;TypeScript,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",
Assembly;Bash/Shell (all shells);C;C#;C++;Delphi;HTML/CSS;Java;JavaScript;Lua;Perl;PHP;PowerShell;Python;Ruby;SQL;Swift;TypeScript;VBA;Visual Basic (.Net),EUR European Euro,Germany,In-person,96000.0
Bash/Shell (all shells);Java;Kotlin;Python,USD	United States dollar,United States of America,Remote,285000.0
Bash/Shell (all shells);C;C#;C++;MATLAB;Python;SQL,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",140000.0
Apex;Python,USD	United States dollar,United States of America,Remote,103000.0
Bash/Shell (all shells);C;C++;Go;Python;SQL,USD	United States dollar,United States of America,In-person,450000.0
Bash/Shell (all shells);C;Python;SQL,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",120000.0
Python;TypeScript,EUR European Euro,Germany,Remote,82000.0
Haskell;HTML/CSS;Python,USD	United States dollar,United States of America,Remote,
Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;SQL;TypeScript,USD	United States dollar,United States of America,Remote,90000.0
HTML/CSS;JavaScript;PHP;Python;SQL,USD	United States dollar,United States of America,Remote,75000.0
Bash/Shell (all shells);C++;HTML/CSS;Java;JavaScript;MATLAB;Python;R,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",190000.0
Python;Rust,USD	United States dollar,United States of America,Remote,110250.0
Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",130000.0
Bash/Shell (all shells);Python;R;SQL,USD	United States dollar,United States of America,Remote,225000.0
Bash/Shell (all shells);C;Go;Lua;Python;SQL,USD	United States dollar,United States of America,Remote,532000.0
Bash/Shell (all shells);Groovy;Python,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",84000.0
Bash/Shell (all shells);C++;Python,USD	United States dollar,United States of America,Remote,215000.0
Bash/Shell (all shells);C++;Python,USD	United States dollar,United States of America,In-person,132000.0
Python,USD	United States dollar,United States of America,Remote,165000.0
C#;Java;Python,EUR European Euro,Germany,Remote,
C#;C++;Java;JavaScript;Kotlin;PHP;Python;SQL,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",
Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;PowerShell;Python;TypeScript;VBA,USD	United States dollar,United States of America,Remote,300000.0
Bash/Shell (all shells);GDScript;Haskell;HTML/CSS;JavaScript;Kotlin;Lisp;Lua;Perl;Python;Raku;Ruby;Rust;Scala;SQL;TypeScript,USD	United States dollar,United States of America,Remote,125000.0
Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Perl;Python,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",230000.0
Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;Kotlin;Python;Ruby;SQL,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",550000.0
Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,EUR European Euro,Germany,Remote,100000.0
Bash/Shell (all shells);C#;Go;Groovy;HTML/CSS;Java;JavaScript;Perl;PHP;PowerShell;Python;Ruby;SAS;Scala;SQL;TypeScript,USD	United States dollar,United States of America,Remote,200000.0
C++;Elixir;Go;HTML/CSS;JavaScript;PHP;Python;R;Ruby;Rust;SQL;Swift,USD	United States dollar,United States of America,Remote,50000.0
Bash/Shell (all shells);C++;HTML/CSS;Java;JavaScript;Lua;PowerShell;Python;Ruby;SQL;VBA;Visual Basic (.Net),USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",154000.0
Bash/Shell (all shells);C;Go;Python,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",132000.0
Bash/Shell (all shells);Groovy;Python;SQL,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",145000.0
Bash/Shell (all shells);Python,USD	United States dollar,United States of America,Remote,130000.0
Bash/Shell (all shells);C++;Go;Groovy;HTML/CSS;Java;Kotlin;Lua;Python;Rust,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",190000.0
Bash/Shell (all shells);C++;Go;JavaScript;Python,USD	United States dollar,United States of America,Remote,265000.0
Bash/Shell (all shells);C#;C++;JavaScript;Python;SQL;Visual Basic (.Net),USD	United States dollar,United States of America,In-person,80000.0
Bash/Shell (all shells);JavaScript;Kotlin;Perl;PHP;Python;Ruby;SQL;TypeScript,USD	United States dollar,United States of America,Remote,
C;C#;C++;HTML/CSS;JavaScript;Python;SQL;TypeScript,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",13200.0
Java;JavaScript;Python;SQL,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",
Bash/Shell (all shells);Go;JavaScript;PHP;Python;SQL;TypeScript,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",80000.0
HTML/CSS;JavaScript;PHP;Python,USD	United States dollar,United States of America,In-person,65000.0
Python;R;SQL,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",
Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;TypeScript;Visual Basic (.Net),USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",96000.0
Assembly;C;C++;Python,USD	United States dollar,United States of America,Remote,300000.0
Assembly;Bash/Shell (all shells);C;Go;Java;Python,USD	United States dollar,United States of America,Remote,
C;C#;C++;Dart;HTML/CSS;JavaScript;PowerShell;Python;Rust;SQL;TypeScript,EUR European Euro,Germany,In-person,
Bash/Shell (all shells);C;C++;Perl;Python,USD	United States dollar,United States of America,In-person,450000.0
Bash/Shell (all shells);Perl;Python;R;Rust,USD	United States dollar,United States of America,Remote,137000.0
C#;Clojure;Java;Kotlin;Nim;Python;Swift;TypeScript,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",55000.0
Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;Python;SQL,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",70000.0
Elixir;Go;Java;JavaScript;PowerShell;Python;SQL;TypeScript,EUR European Euro,Germany,Remote,75000.0
Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PHP;Python;Swift;TypeScript,USD	United States dollar,United States of America,Remote,
Bash/Shell (all shells);C++;Java;JavaScript;PowerShell;Python;SQL;TypeScript,USD	United States dollar,United States of America,Remote,175000.0
Bash/Shell (all shells);Elixir;HTML/CSS;JavaScript;PowerShell;Python;Rust;SQL;TypeScript,USD	United States dollar,United States of America,Remote,150000.0
Bash/Shell (all shells);Groovy;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",
Bash/Shell (all shells);C;C++;Python;Rust,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",95000.0
C;C#;C++;F#;Go;HTML/CSS;Java;JavaScript;Lisp;Lua;MATLAB;PHP;Prolog;Python;R;SQL;TypeScript,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",80000.0
Go;JavaScript;Prolog;Python;TypeScript,USD	United States dollar,United States of America,Remote,218000.0
Bash/Shell (all shells);C#;JavaScript;Python;SQL;TypeScript,USD	United States dollar,United States of America,In-person,80000.0
Bash/Shell (all shells);C;Python,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",100000.0
Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Python;SQL,USD	United States dollar,United States of America,Remote,109203.0
Go;JavaScript;Lua;Python;SQL,USD	United States dollar,United States of America,Remote,320000.0
Java;Python,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",351000.0
Bash/Shell (all shells);Haskell;Python;Rust,USD	United States dollar,United States of America,Remote,110000.0
Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;Rust;SQL,EUR European Euro,Germany,Remote,
C;C++;HTML/CSS;Java;JavaScript;Objective-C;Python;TypeScript,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",70000.0
C#;C++;HTML/CSS;Java;JavaScript;Lisp;Lua;Prolog;Python;VBA,USD	United States dollar,United States of America,Remote,100000.0
Assembly;Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;MATLAB;PowerShell;Python;Ruby;TypeScript,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",150000.0
Bash/Shell (all shells);C#;C++;HTML/CSS;JavaScript;PHP;Python;Rust;SQL,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",40000.0
Bash/Shell (all shells);HTML/CSS;JavaScript;Python;Ruby;SQL,USD	United States dollar,United States of America,Remote,194250.0
Bash/Shell (all shells);HTML/CSS;JavaScript;Python;Ruby;SQL;TypeScript,USD	United States dollar,United States of America,Remote,113000.0
Assembly;Bash/Shell (all shells);C;C++;Python;TypeScript,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",280000.0
Bash/Shell (all shells);C;Go;HTML/CSS;Java;JavaScript;Kotlin;Perl;PHP;Python;Ruby;SQL,USD	United States dollar,United States of America,Remote,141140.0
C#;Go;JavaScript;PowerShell;Python;SQL;TypeScript,USD	United States dollar,United States of America,Remote,210000.0
C;C#;C++;HTML/CSS;Java;JavaScript;PHP;Python;Rust;SQL;TypeScript;Visual Basic (.Net),USD	United States dollar,United States of America,Remote,80000.0
C#;Java;Python;Rust,EUR European Euro,Germany,Remote,100000.0
Bash/Shell (all shells);C;Go;HTML/CSS;JavaScript;Lua;Python;SQL,USD	United States dollar,United States of America,Remote,
HTML/CSS;Java;JavaScript;Python;SQL,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",110000.0
HTML/CSS;Java;JavaScript;PHP;Python;Solidity;SQL;TypeScript,USD	United States dollar,United States of America,Remote,120000.0
Bash/Shell (all shells);Go;Groovy;HTML/CSS;Java;JavaScript;Python;Rust;Scala;SQL,USD	United States dollar,United States of America,Remote,172000.0
Bash/Shell (all shells);C;C++;Python,USD	United States dollar,United States of America,In-person,98000.0
Go;JavaScript;PHP;Python;SQL;TypeScript,USD	United States dollar,Canada,Remote,
Bash/Shell (all shells);Fortran;Python;SQL,USD	United States dollar,United States of America,Remote,140000.0
Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Lisp;PowerShell;Python;R;SQL,USD	United States dollar,United States of America,"Hybrid (some remote, some in-person)",125000.0
C#;C++;HTML/CSS;Java;JavaScript;Objective-C;Python;Ruby;Swift;TypeScript,USD	United States dollar,United States of America,Remote,105000.0
Bash/Shell (all shells);Python;VBA,USD	United States dollar,United States of America,Remote,180000.0
Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript,USD	United States dollar,United States of America,Remote,127000.0
Bash/Shell (all shells);Groovy;HTML/CSS;Java;JavaScript;Python;Rust;TypeScript,EUR European Euro,Germany,"Hybrid (some remote, some in-person)",70000.0
C;C++;Perl;Python,USD	United States dollar,United States of America,Remote,200000.0
Bash/Shell (all shells);C;Java;Python;SQL,USD	United States dollar,United States of America,Remote,150000.0
Elixir;Erlang;Python;Rust;SQL,USD	United States dollar,United States of America,Remote,203000.0
